DiegoFusaro	1.0
GiorgiaMeloni	1.0
Agenzia_Ansa	0.739812220329157
HuffPostItalia	0.7310337081496623
Agenzia_Italia	0.7286375861141852
ElioLannutti	0.7268701297455784
ilfoglio_it	0.7262650750881903
La7tv	0.7188453249034941
GavinoSanna1967	0.7170695349866214
markorusso69	0.7156701300157966
meb	0.713935582011523
OGiannino	0.7138923203362451
mara_carfagna	0.7126258469356449
marcocf69	0.7118942353292674
petra_romano	0.7112377981706716
sabrimaggioni	0.7104099389702347
IgEnd_	0.7100653077273135
LaStampa	0.7073691606713746
RaiNews	0.707150955969048
giure99	0.7065716183919155
cris_cersei	0.703488775689673
MaurizioBlondet	0.7014799745172218
Acidelius	0.700088966860104
PaoloZenga	0.6998051331857457
GhitaIacono	0.6997454810305863
scenarieconomic	0.6994958276732692
TgLa7	0.6977287653918721
lameduck1960	0.692854577022646
SenatoStampa	0.6896585171548872
sole24ore	0.6890856319838182
sarettaa7	0.688591346040938
Adnkronos	0.6868529176578007
LucianoBarraCar	0.686115245553601
maxdantoni	0.685055122859004
FmMosca	0.6848879226545499
antonio_bordin	0.6848167254296846
LelloEsposito5	0.6816562305937703
Corriere	0.6816411423191946
valy_s	0.6815163625139447
lucabattanta	0.6768488679925041
_DAGOSPIA_	0.672733573828346
GPS_SPINATO	0.6667408020198872
fdragoni	0.6665362672076958
chiossi_manuela	0.6626846954231577
SkyTG24	0.662563033885027
C_Randieri	0.6597642829731774
ValeMameli	0.6569582624893802
Yi_Benevolence	0.6535176014900149
oinot49	0.6488201531866352
MediasetTgcom24	0.6478170838363693
BarbaraRaval	0.645057783162017
braveheartmmt	0.6412004768480649
icebergfinanza	0.6389622731880952
GiuseppePalma78	0.6379620142925511
andreasso1951	0.6363095846846432
MPenikas	0.6320455405614562
fattoquotidiano	0.6239138188563125
SoniaGrotto	0.62282596028669
vocidallestero	0.61898899351774
PatriziaRametta	0.613810728013523
byoblu	0.609749790507259
marcotravaglio	0.5998516885507439
CriticaScient	0.5986871327914961
IlariaBifarini	0.591386862825914
durezzadelviver	0.5840540334657351
ladyonorato	0.5703370983721199
gparagone	0.5501643899125213
francescatotolo	0.5400507762095599
AlbertoBagnai	0.5385577819443838
LaVeritaWeb	0.536847807164837
pbecchi	0.5181169480220884
borghi_claudio	0.4718519076354777
davidefaraone	0.47009719514960546
mariolavia	0.4697349145870676
Deputatipd	0.4694470177419606
jacopo_iacoboni	0.46737676326708266
Ariachetira	0.46611690212968815
FedeAngeli	0.4661057290644022
ricpuglisi	0.46582919352527496
ottogattotto	0.4657772938188228
AnnaAscani	0.46539795008017926
davidallegranti	0.465232173747425
AlessiaMorani	0.46512993465344565
emanuelefiano	0.4648332660139203
mauriziosia	0.4643574683545587
EugenioCardi	0.46351609082566025
UNICEF_Italia	0.4633690419532973
CarloCalenda	0.4589569800120483
NichiVendola	0.45833127982324395
SenatoriPD	0.4575234696364905
fanpage	0.45700399187529717
soemiade	0.4563903205268779
mante	0.45630800834505314
chetempochefa	0.45356171779666543
Tg3web	0.45271146749185953
AnnaLeonardi1	0.45248264754019196
BeaLorenzin	0.4520281168442458
andr900	0.4520153065248568
bravimabasta	0.450660133926037
RadioRadicale	0.4500961042268673
ilmessaggeroit	0.4494933220501881
gaiatortora	0.4490326758364749
Apndp	0.44831200692652196
lercionotizie	0.4482840122395302
ItalianPolitics	0.44766164560965294
giornalettismo	0.44728508861237415
chedisagio	0.4470286912005643
IaconaRiccardo	0.4464544499833769
AndreaRomano9	0.4458828926162741
vittoriozucconi	0.4457283242358556
ansa_it	0.4456072536457959
pierofassino	0.4454603833758096
lauraboldrini	0.4446458871046467
pinapic	0.4445203310962107
Phastidio	0.4435925067593991
lauracesaretti1	0.4435431156560071
marcocappato	0.443449840451701
micheledisalvo	0.4427337409870927
ignaziomarino	0.4427151454366124
ConteZero76	0.44189855271123313
TeresaBellanova	0.4418524169462089
maumartina	0.44120891319533107
ale_moretti	0.4406660016590698
PamelaFerrara	0.4401417051181732
civati	0.43938370027226425
marattin	0.43924585899943824
MatteoRichetti	0.43891607135713195
